epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,307.507,0.85472,0.52467,0.98097,0.84298,0.83618,0.90776,0.68879,0.86774,0.57398,1.00752,0.0010232,0.0010232,0.0010232
76,311.574,0.83537,0.51573,0.96869,0.83017,0.82677,0.89725,0.67434,0.88815,0.58462,1.01226,0.00101,0.00101,0.00101
77,315.577,0.83077,0.52244,0.9757,0.83139,0.81922,0.90144,0.67963,0.87308,0.58789,1.00522,0.0009968,0.0009968,0.0009968
78,319.654,0.83713,0.51339,0.97544,0.81561,0.84688,0.9051,0.68301,0.88096,0.58156,1.00642,0.0009836,0.0009836,0.0009836
79,323.669,0.85189,0.51915,0.97749,0.82646,0.80658,0.89076,0.67105,0.89633,0.59971,1.00962,0.0009704,0.0009704,0.0009704
80,327.819,0.84682,0.51064,0.96469,0.82655,0.79884,0.88843,0.66983,0.88672,0.59852,1.00889,0.0009572,0.0009572,0.0009572
81,331.87,0.84738,0.52099,0.97213,0.81073,0.8453,0.89643,0.6719,0.88358,0.60153,1.01057,0.000944,0.000944,0.000944
82,335.939,0.85748,0.51902,0.97802,0.84307,0.81784,0.90009,0.68214,0.87399,0.56961,1.0082,0.0009308,0.0009308,0.0009308
83,339.993,0.84921,0.51659,0.96662,0.83281,0.85478,0.90707,0.68178,0.88139,0.59334,1.01336,0.0009176,0.0009176,0.0009176
84,344.08,0.86803,0.5265,0.98228,0.83113,0.84715,0.90773,0.69178,0.87308,0.5788,1.00846,0.0009044,0.0009044,0.0009044
85,348.212,0.84137,0.50984,0.96754,0.83388,0.83574,0.90181,0.67366,0.89088,0.59184,1.01295,0.0008912,0.0008912,0.0008912
86,352.269,0.84618,0.51214,0.97351,0.82167,0.86132,0.9068,0.68103,0.89211,0.59397,1.01306,0.000878,0.000878,0.000878
87,356.35,0.86606,0.5163,0.97068,0.83594,0.84652,0.90722,0.686,0.88366,0.58327,1.01572,0.0008648,0.0008648,0.0008648
88,360.407,0.83242,0.50571,0.9685,0.82847,0.85002,0.90904,0.69197,0.86529,0.56657,1.01216,0.0008516,0.0008516,0.0008516
89,364.542,0.8331,0.50783,0.96534,0.83004,0.83633,0.90587,0.68401,0.88822,0.57578,1.00918,0.0008384,0.0008384,0.0008384
