epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.41329,1.632,2.08089,1.42199,0.38027,0.8805,0.74743,0.46935,1.12959,inf,1.12318,0.00034,0.00034,0.00034
2,8.54058,1.1858,0.77347,1.12229,0.78956,0.75308,0.82284,0.54403,1.14442,1.65633,1.10903,0.00069538,0.00069538,0.00069538
3,12.7704,1.14486,0.75708,1.11376,0.76897,0.75695,0.80123,0.53975,1.13327,1.19434,1.11438,0.00104601,0.00104601,0.00104601
4,16.8715,1.13121,0.73346,1.0946,0.78009,0.73618,0.81065,0.55011,1.10826,0.93836,1.10457,0.00139188,0.00139188,0.00139188
5,21.041,1.15469,0.72883,1.10549,0.81654,0.78969,0.86976,0.59523,1.08184,0.7857,1.10447,0.00173301,0.00173301,0.00173301
6,25.1318,1.161,0.74829,1.1202,0.80474,0.77395,0.85223,0.59848,1.05682,0.81738,1.09543,0.001934,0.001934,0.001934
7,29.18,1.08118,0.73248,1.07906,0.80811,0.80862,0.87339,0.62248,0.99959,0.70553,1.06762,0.0019208,0.0019208,0.0019208
8,33.3764,1.10724,0.73904,1.08212,0.81741,0.82809,0.88287,0.62805,0.99045,0.81329,1.0618,0.0019076,0.0019076,0.0019076
9,37.5279,1.06412,0.68173,1.06588,0.83491,0.82876,0.8931,0.64071,0.98852,0.67936,1.04853,0.0018944,0.0018944,0.0018944
10,41.6782,1.05766,0.67017,1.06837,0.83917,0.83197,0.89904,0.64313,0.99012,0.6772,1.04601,0.0018812,0.0018812,0.0018812
11,45.744,1.05207,0.67523,1.06751,0.83307,0.83527,0.89465,0.62369,1.03248,0.69773,1.07275,0.001868,0.001868,0.001868
12,49.776,1.04508,0.65411,1.05532,0.83534,0.81072,0.88705,0.63741,0.98607,0.69876,1.05248,0.0018548,0.0018548,0.0018548
13,53.7857,1.0215,0.63262,1.05582,0.82748,0.81204,0.88706,0.64353,0.96751,0.66492,1.05117,0.0018416,0.0018416,0.0018416
14,57.8488,1.02641,0.64043,1.05322,0.835,0.83273,0.89657,0.645,0.99851,0.63958,1.0701,0.0018284,0.0018284,0.0018284
15,62.0824,1.0194,0.63115,1.04887,0.83475,0.83747,0.90046,0.66159,0.94666,0.63043,1.04892,0.0018152,0.0018152,0.0018152
16,66.2594,0.99101,0.61798,1.0377,0.84083,0.83299,0.90346,0.65903,0.95752,0.63116,1.04101,0.001802,0.001802,0.001802
17,70.2753,1.00002,0.61278,1.03689,0.83758,0.82999,0.8911,0.64427,0.98191,0.64358,1.05099,0.0017888,0.0017888,0.0017888
18,74.2486,0.99921,0.61677,1.0403,0.8153,0.83844,0.89096,0.63123,1.04295,0.7086,1.07822,0.0017756,0.0017756,0.0017756
19,78.223,1.05197,0.64359,1.05845,0.81886,0.82583,0.89329,0.64849,0.98279,0.64717,1.05714,0.0017624,0.0017624,0.0017624
20,82.2471,1.01301,0.63,1.04927,0.82198,0.83541,0.89986,0.65371,0.99433,0.64246,1.04816,0.0017492,0.0017492,0.0017492
21,86.3327,1.0384,0.62674,1.04384,0.83304,0.83967,0.90636,0.6701,0.9275,0.63399,1.03023,0.001736,0.001736,0.001736
22,90.558,0.97534,0.60077,1.03059,0.83156,0.84301,0.90545,0.67063,0.92376,0.59412,1.03303,0.0017228,0.0017228,0.0017228
23,94.7877,0.96557,0.59321,1.02133,0.82965,0.83879,0.90157,0.6544,0.9757,0.63801,1.04564,0.0017096,0.0017096,0.0017096
24,98.7864,0.98222,0.59977,1.02333,0.8208,0.84725,0.90042,0.65594,0.95584,0.65747,1.0453,0.0016964,0.0016964,0.0016964
25,102.771,0.96651,0.59919,1.02621,0.84347,0.84073,0.91145,0.67648,0.90998,0.59318,1.02487,0.0016832,0.0016832,0.0016832
26,106.847,0.92896,0.58285,1.024,0.83071,0.83861,0.90307,0.67364,0.91248,0.61257,1.03484,0.00167,0.00167,0.00167
27,110.923,0.9311,0.58641,1.01379,0.82815,0.83796,0.89954,0.65817,0.94287,0.67289,1.04069,0.0016568,0.0016568,0.0016568
28,114.977,0.98639,0.63147,1.04044,0.81699,0.8365,0.89368,0.6523,0.95517,0.66954,1.04881,0.0016436,0.0016436,0.0016436
29,119.06,0.97447,0.61381,1.02203,0.81968,0.84178,0.89902,0.65698,0.97749,0.64398,1.04864,0.0016304,0.0016304,0.0016304
30,123.184,0.94695,0.58809,1.01071,0.84402,0.8226,0.90445,0.66199,0.95069,0.61149,1.02205,0.0016172,0.0016172,0.0016172
31,127.258,0.92598,0.57733,1.01063,0.83542,0.80848,0.88907,0.62943,1.00548,0.61808,1.04292,0.001604,0.001604,0.001604
32,131.27,0.95454,0.58461,1.02053,0.83554,0.81961,0.89827,0.65053,0.97781,0.62395,1.03623,0.0015908,0.0015908,0.0015908
33,135.269,0.94916,0.5772,1.01393,0.83241,0.83046,0.89733,0.65461,0.94645,0.62424,1.03992,0.0015776,0.0015776,0.0015776
34,139.344,0.95902,0.59426,1.02854,0.82515,0.83141,0.8902,0.65322,0.94015,0.65656,1.03563,0.0015644,0.0015644,0.0015644
35,143.419,0.94427,0.56971,1.00978,0.83388,0.84902,0.90418,0.67084,0.91222,0.65516,1.0282,0.0015512,0.0015512,0.0015512
36,147.507,0.93469,0.56698,1.00533,0.83877,0.83687,0.89966,0.66659,0.91038,0.62176,1.0243,0.001538,0.001538,0.001538
37,151.596,0.93686,0.56839,1.01005,0.83654,0.83133,0.90285,0.67508,0.90075,0.59689,1.02947,0.0015248,0.0015248,0.0015248
38,155.633,0.90428,0.55546,1.00029,0.83601,0.80676,0.89463,0.65749,0.93439,0.5992,1.02407,0.0015116,0.0015116,0.0015116
39,159.635,0.94407,0.56529,1.00337,0.84084,0.80704,0.89397,0.6468,0.95024,0.61224,1.03343,0.0014984,0.0014984,0.0014984
40,163.717,0.92496,0.56622,1.00435,0.8362,0.85093,0.90824,0.67665,0.89644,0.58827,1.0131,0.0014852,0.0014852,0.0014852
41,167.838,0.90613,0.55537,0.99914,0.83927,0.83967,0.90456,0.66911,0.90993,0.5877,1.03089,0.001472,0.001472,0.001472
42,171.893,0.89909,0.55497,0.99343,0.81831,0.84231,0.89654,0.66891,0.90347,0.64422,1.0276,0.0014588,0.0014588,0.0014588
43,175.898,0.91141,0.55811,1.0089,0.82565,0.82842,0.89803,0.66445,0.91528,0.61107,1.03295,0.0014456,0.0014456,0.0014456
44,180.008,0.88683,0.55026,0.99619,0.81894,0.83103,0.89452,0.65974,0.93902,0.61094,1.03122,0.0014324,0.0014324,0.0014324
45,184.044,0.91085,0.55009,0.99748,0.82461,0.84125,0.90132,0.66968,0.9207,0.59027,1.03571,0.0014192,0.0014192,0.0014192
46,188.122,0.89311,0.54306,0.99152,0.81344,0.82559,0.89062,0.66343,0.91403,0.60019,1.02336,0.001406,0.001406,0.001406
47,192.16,0.89701,0.53652,0.98813,0.83247,0.8409,0.90446,0.67008,0.9286,0.59833,1.03108,0.0013928,0.0013928,0.0013928
48,196.258,0.89572,0.54666,0.99691,0.82995,0.83879,0.90231,0.67224,0.91004,0.59161,1.0286,0.0013796,0.0013796,0.0013796
49,200.348,0.89188,0.54015,0.99039,0.81742,0.83756,0.89738,0.66597,0.91847,0.59097,1.02471,0.0013664,0.0013664,0.0013664
50,204.386,0.89779,0.5386,0.98983,0.81219,0.78722,0.87408,0.63438,0.9806,0.62829,1.05162,0.0013532,0.0013532,0.0013532
51,208.404,0.93214,0.55381,0.99953,0.83023,0.82365,0.89521,0.66335,0.9296,0.59104,1.034,0.00134,0.00134,0.00134
