epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,557.704,0.75779,0.43864,0.92882,0.8161,0.83914,0.89976,0.69075,0.85796,0.56172,1.0068,0.0001916,0.0001916,0.0001916
139,561.692,0.74356,0.43775,0.93193,0.8228,0.83474,0.89725,0.68655,0.86497,0.56688,1.01012,0.0001784,0.0001784,0.0001784
140,565.839,0.75401,0.43601,0.92975,0.83075,0.83705,0.90149,0.69268,0.85704,0.5556,1.00564,0.0001652,0.0001652,0.0001652
141,570.499,0.71722,0.42523,0.92449,0.82051,0.85428,0.90488,0.69236,0.86266,0.5515,1.00912,0.000152,0.000152,0.000152
142,574.279,0.71806,0.42113,0.92144,0.82177,0.86325,0.90616,0.69559,0.86155,0.56027,1.01183,0.0001388,0.0001388,0.0001388
143,578.017,0.70185,0.40699,0.91467,0.834,0.84709,0.90435,0.69394,0.85523,0.56283,1.01117,0.0001256,0.0001256,0.0001256
144,581.796,0.69825,0.40004,0.91908,0.83229,0.85072,0.90521,0.69023,0.86925,0.57478,1.01611,0.0001124,0.0001124,0.0001124
145,585.543,0.70091,0.40344,0.91344,0.83686,0.85134,0.90706,0.69401,0.86469,0.57192,1.01625,9.92e-05,9.92e-05,9.92e-05
146,589.281,0.69551,0.40233,0.91272,0.83594,0.85428,0.90822,0.69665,0.86005,0.55533,1.01448,8.6e-05,8.6e-05,8.6e-05
147,593.034,0.71134,0.40854,0.91952,0.83498,0.85041,0.90752,0.69567,0.86076,0.55442,1.01402,7.28e-05,7.28e-05,7.28e-05
148,596.785,0.69605,0.40107,0.91238,0.82911,0.85218,0.90641,0.69574,0.8557,0.55131,1.01204,5.96e-05,5.96e-05,5.96e-05
149,600.537,0.6899,0.39658,0.90941,0.83162,0.85287,0.90629,0.69528,0.85715,0.55456,1.0131,4.64e-05,4.64e-05,4.64e-05
150,604.305,0.6917,0.39458,0.9097,0.83006,0.85359,0.90684,0.69519,0.86062,0.5553,1.01465,3.32e-05,3.32e-05,3.32e-05
